POIfromOpentarget
BGLAP
EFCAB5
MOV10L1
GATA4
SEPTIN12
SCUBE1
RESF1
TBCCD1
CCNT2
HSD11B1
RET
EGR4
EFNB2
PPP1CC
KDM3A
PPARA
MEIKIN
CYP11B1
CYP11B2
DPY19L2P2
DPY19L2P1
DMRTC2
BAX
CCDC183
PTK2B
TESMIN
GALNT3
CFAP65
ALK
SPAG16
MIR185
CALCR
RXFP1
WDR62
KCNJ6
CCNB1IP1
ANK1
SAFB
PBX1
NBR1
HSF1
MEI4
ACTL7B
MAJIN
CFAP69
LAMTOR1
TRIM41
NCOA1
FAAP20
SCML2
ARNT
ZRSR2P1
PFKFB4
FRMD5
CAMK2G
ELOVL5
ZRSR2
CPA2
FGF9
HOXA13
PFN4
TRIM52
MAP2
ADSL
RNF216
TCL1A
SULF2
WEE2
HMGA2
ZNF628
BCL2L1
LZTFL1
MAP7
CCNE2
NPR2
LIPE
GMCL2
GMCL1
MYBL1
PAX6
TNFSF11
RXFP2
PDE11A
HSP90AA1
SPP1
MKRN2
ABCB4
FECH
STYXL1
IL20RA
MVK
IMMP2L
PPP4R1
RBM5
KIF6
TLR4
SPAG4
SYCP2
NDUFA13
PTEN
GRID2
ETV5
FOXC1
TCIRG1
CFAP61
MEIOSIN
FAH
XKR8
FAM170A
TEX19
CEP290
SULT1E1
ACSBG1
KCTD19
LRRK1
NCOA3
RABL2B
RABL2A
CXCL12
CSNK2A2
SIRT1
NANOS2
GJE1
FZD9
RBM46
CCS
DCSTAMP
GPRC6A
TNFAIP3
CFAP44
SDR9C7
PDE6B
NEMP1
SOX8
CEP128
FOXR1
TMEM203
RTP2
SMARCA2
ZNF143
PRKAR1A
RPS6KA3
WNT5B
CBR4
MAST2
OCA2
ZSCAN21
BBOF1
S1PR3
GAS2L2
FBXO22
ERICH2
THRA
MCPH1
ORAI1
TMEM178A
SELENOW
FHL2
NECTIN2
TMEM95
ADAM3A
CLGN
DCST2
DCST1
SPACA6
IZUMO1
PHEX
KMT2C
RAX
LGR4
GJA8
PRNP
KIF7
MMEL1
TCF21
CAMK4
SLC4A4
WWOX
ZFPM2
CD46
CNMD
CSF1
WDFY2
FREY1
ADAM1A
CDKN2A
DNAH1
SPATA2
STRA8
PRICKLE1
CACNA1F
GCK
FMN1
ACVR1B
JDP2
IL5
PLCD4
HIP1
GINS4
PMIS2
CCDC38
C11orf86
UGT1A6
PLS3
AGPAT3
BMERB1
FANCM
PPARG
DNAH10
CFAP119
FANCD2
MEIG1
LMNA
HR
SPMAP2
TBX4
HADHA
PIK3C2G
CNR1
PAX8
CHTOP
ASH1L
SMPD3
NAV3
CLDN18
BRD7
IP6K1
PRDM5
CCDC42
PAFAH1B1
ADAM19
LPAR4
SPATA20
AGBL5
DRC7
KBTBD11
ENO4
CRH
AKR1A1
FOXP3
PSMA8
LDLR
UNC5C
SLC6A2
IQCH
CPT1C
PDCL2
KATNB1
LRGUK
BMP8B
CUL4A
NEDD4
HMGA1
GALP
RPGRIP1L
CFAP157
DPY19L1
H3-4
NR1H2
TAFAZZIN
TPST2
HADH
DDHD1
TRIM37
TBC1D20
HSPBP1
GRAMD1B
RNF138
ADGB
TP63
DNAH2
FADS2
SPAST
SLC27A4
MIR122
BAZ1A
SPATA6
LPAR3
SETX
AGFG1
TDRD1
FHL5
TNP2
CDC20
AVPR1B
BHMT
KNSTRN
PLD6
ILDR1
BAP1
PEX6
CFD
ROBO1
HENMT1
GDAP1
BOLL
SYCP3
HEY2
BRCA2
STX2
NOTCH3
CDC14A
CETN1
BSCL2
FKBP6
SPINK2
TRPM3
MPZ
KATNAL1
TAF7L
MAST4
INSL6
P3H1
CDK5RAP2
CEP131
PBLD
RNF17
BMP4
UBE2B
GPAT2
DRC1
TASP1
NF1
ENHO
TDRD9
HIPK4
ZFP42
CNBD2
ZBTB16
KMT2B
TCFL5
LRRC46
TOPAZ1
NLRP3
ZPBP
MTHFR
NUTM1
GATA5
AXDND1
APOB
RUNX2
ENTPD5
BRCA1
HSF5
CDC73
SPMIP7
STUB1
ALKBH5
PANK2
RIMKLB
NUP210L
G6PC1
RNF212
EPB41L2
HSPA4
DMRT1
DCAF17
SPOCD1
ZDHHC19
ODF4
SUN3
TGFA
ABCA1
PAFAH1B2
PICK1
MLX
ARL4A
NKD1
DYNLT2
MRNIP
FREM2
TSPYL5
CES1
CCDC146
ADGRG1
HORMAD2
ADIPOR2
DLG1
RPL39L
NXF2
NXF5
NXF2B
TMF1
FBXO47
SLC12A1
YBX3
BEND2
NKAPL
CEACAM5
BTBD18
PUM1
MIR202
TTLL9
BCORL1
GFM2
MIEF1
TRABD
TAS2R13
TEX14
SBF1
PIWIL4
C3orf62
TTC21A
CLDN2
ARMC5
SHOC1
AKR1B1
RPL10L
PTPRS
ALDH1A3
KIAA0319L
BMP7
KGD4
FTX
DYNC1LI1
CCBE1
CHRND
MIP
EHD1
PRKAA2
PSG2
CEACAM3
CEACAM7
SMAP2
POC1B
PRSS50
ACKR1
PIWIL2
MAN2A2
HOXD12
M1AP
MGAT4A
SPAG17
CACNA1A
RTP1
KLF3
CUX1
GTSF1
ZNF541
SSMEM1
EHD4
SLC4A2
ZMYM3
LMX1A
RAPGEF6
CEP72
UBE2J2
KLHL10
TDRD6
QRICH2
SYBU
OTOL1
CLEC4A
CLEC4C
CST8
CIB4
EIF4G3
NCOA2
KCNG4
RAD18
CCDC62
RIMBP3C
RIMBP3B
RIMBP3
MORC1
CCDC157
CIB1
PDE8A
FAM210A
VDAC3
CDK16
ADGRG2
ANXA1
EYA4
CRY1
ASB17
PDGFRA
CDKN1C
CD68
OSBP2
GP1BB
KLHL3
RAD50
SOAT1
PRSS21
CYCTP
CATSPER3
SMURF1
RBMXL3
RBMXL2
GPI
KCTD13
GAS5
TRIM25
TDRD5
PRAMEF9
PRAME
PRAMEF25
PRAMEF15
PRAMEF33
PRAMEF2
PRAMEF7
PRAMEF18
PRAMEF19
PRAMEF17
PRAMEF4
PRAMEF14
PRAMEF27
PRAMEF10
PRAMEF5
PRAMEF1
PRAMEF6
PRAMEF13
PRAMEF26
PRAMEF20
PRAMEF11
PRAMEF8
C3orf20
PRAMEF12
RXRB
ABCC2
LMTK2
PRSS56
PRPH2
SHCBP1L
GHRH
HMGB2
SLC25A31
AGO4
HOOK1
KLK13
SRD5A2
TM6SF2
AGER
GFRA3
C1QTNF12
ANKRD52
SQSTM1
GYS2
SBNO2
DLEC1
RAB33B
AKT1
FSIP1
DNAH8
C1QL2
GKN1
TLE6
MBD1
PIAS2
BRD9
DNAJA1
RAD51AP2
ASIP
ATAT1
NUPR1
RHOXF1
POMC
GDF5
ARMC2
SLC25A13
TULP2
NFE2L2
SPPL2C
OTX2
AIP
SFRP2
FANCE
GTF2A1
BMP3
GOPC
SLC4A1
MAEL
GOLGA2
ARL2BP
HK1
DLG3
ARRDC2
SAPCD1
UBE2Q2
GLMN
FUNDC1
CNNM2
TTC39B
GPSM3
FCMR
IL7
TXNIP
IFNG
CYP27A1
CHD5
FANCB
CREB3L1
ORM2
ORM1
INPP5B
SERPINA5
EPHB2
CABCOCO1
PRKAB1
FOXO1
TBC1D21
SIDT2
MFSD14A
MRGPRE
CFAP70
PPP1R3C
CT55
COA5
HSD17B13
NDRG3
SPATA46
SEPTIN4
BEST1
CTHRC1
CCDC159
NCDN
EMC10
ATP6V1B1
CSTF2T
PRDX4
GGNBP1
MNS1
SGMS1
TULP1
PATL2
ARRDC5
GAB2
CD40LG
IGFBP1
EVX2
IL6
PKD1
WDR48
SUN5
TSKS
IFT56
LAMA1
CLIP1
TOB2
GKAP1
DKK2
ING2
CFAP57
GAL3ST1
MIR205HG
RSPH6A
TYMS
DNHD1
CEP78
IL2RB
TMEM232
FAM32A
RELB
TEX15
GHRHR
WIPF3
EIF2B4
KLF10
MEX3B
CHGB
NCOA5
CREB3L4
GBA2
H1-7
EIF2B2
SIRT3
LRAT
CHTF18
CRTAP
CRYAA
SPACA1
BNIP3
CLDN16
HSD3B1
PSME4
NNT
ICA1L
MTTP
AKAP4
PARP11
BUB1
STK26
CD4
TMCO3
SEC61A1
CEBPA
HOXD11
TMEM174
SCAI
SPAG6
PRSS55
ODF1
E2F1
EWSR1
SOD2
INHBB
GK
SLCO6A1
CD59
IDE
GK2
FABP4
SCP2
BABAM2
REP15
CFAP36
DBH
COL2A1
NEURL1
RS1
ERCC6L
CDS1
C1QTNF1
TDRKH
CBX2
CATSPERD
STK39
DDX24
DCUN1D1
CNGA1
AGTPBP1
FRZB
CC2D2A
GIGYF2
ELOVL6
XPO5
PRDM1
GALNTL5
CRB1
COX7B2
CLCN2
PLSCR3
ADCY10
PRKAG1
TMEM240
PBX3
GPR4
SESN2
RSPH1
AAAS
CFAP58
ADM2
MB21D2
BECN1
FFAR4
NEIL1
CEP19
RNF133
KBTBD2
CES2
LANCL1
ALAD
CAPZA3
HPRT1
RERE
RLN1
RLN2
NPC1
CCDC34
PHF6
XYLT2
PXMP2
RPL17
SPEM1
INPP4B
SPTB
IGF1
HELZ2
RABGAP1
PHF13
TRIM13
LCN8
GORASP2
FSIP2
GPC2
NR1H3
CTSD
SGTB
MAP3K8
TMPRSS12
ACP5
OVOL1
PHOSPHO1
HNF4A
STEAP4
SOD1
SYPL1
NDST1
PRKCQ
LRP4
PEX1
QRICH1
EMX1
DNAH6
APOM
DGUOK
SLC40A1
APOC1
NLRP1
EPB41
UBE2D3
UBE2D2
SNAP25
ROR2
CMTM4
KCTD1
KDM4D
BRD2
STYX
HINT2
ESRRA
ATP1A4
CLDN4
USP1
WDR11
NPC2
MAF
ARID5B
IL21
STRA6
PPARGC1B
USP15
RUNX3
KCNK1
ACD
SPEF2
TSSK6
DZIP1
SPARCL1
EPHB6
ISLR
GPX4
IL6R
TRPV6
LPL
CREBBP
ADAD1
ANKFY1
CCIN
GSK3A
VAMP2
PIWIL1
GATM
ELAPOR1
CLP1
PCNT
VWC2L
COX6B1
CRYGC
CRYBA1
EXTL3
PDCD7
DNAJC5G
C7orf25
PEX19
SPTAN1
ALOXE3
PRCP
SCX
FGFR1OP2
CRYGD
JADE3
SSR1
MT-TL1
LMOD3
RALGAPA1
DHCR24
MC2R
KATNIP
GAS1
HOATZ
COL18A1
CIITA
TACSTD2
CIP2A
EIF2S2
EIF2B3
CES5A
RORA
PLAAT3
SOCS2
NPRL3
SOAT2
MAP1B
KIF21A
NR1H4
MC4R
CYB5R4
EIF2B5
EIF2B1
PKD2
CLTRN
RAPGEF3
GCGR
TENT5D
KL
NDC1
SLC4A11
EQTN
ABCG8
FABP3
NR2E1
PCK1
PRKAB2
SLC13A1
EP300
STAT5B
IRS1
KRT8
HSD3B2
GPAM
SLC26A1
HEXB
CPLANE1
CRABP1
CRELD2
RINT1
HBEGF
NECTIN3
GNA11
SLC14A1
TRDMT1
JAG1
MGP
ATP6V1H
CBS
NIBAN3
CPE
ETNK1
TRAFD1
PKLR
MSTN
HPCAL4
NLGN3
TANGO2
SLC22A1
RETREG3
PHKB
P2RX1
CREM
PEMT
SLC5A10
FGFR2
SLC2A9
PDE3B
PPP1R13L
PLA2G12B
RHCG
LCN2
GNMT
ATP2B2
HTR1B
MCHR1
DNAH17
C3orf70
EDARADD
ATP6V0D2
NNMT
ECHDC1
ENTR1
GJB4
BMP2K
SPRR3
MRPL51
DBR1
MYO1H
TOE1
CNOT3
TM4SF4
PTP4A2
INSR
CCDC154
FCGR2A
FCGR2C
CD14
FCGR2B
ADAM17
BBOX1
ADA
TIMP3
IGFBP3
INS
CACNA1C
TBXT
TBXAS1
MKI67
TRH
NAT10
RAD51
YBX1
EREG
PIEZO1
GRP
TGFBR3
ADAMTS16
FAS
LAMC1
CSH2
PPRC1
TRERNA1
PIK3CG
PIK3CA
PIK3CD
TP53
SHOX
SHOX
FAP
DPP4
SHOX2
IL1B
NPPB
FXN
ENO2
TNFRSF11B
DLEU1
GABBR2
GABBR1
ACVR2B
ADIPOQ
ADAMTS19
RASSF1
CMKLR1
PEPD
ERBB2
NFKB1
GRN
BRSK1
HK3
SNCA
PDCD1
RPL17-C18orf32
CRP
PPP1R3A
GABPA
PCSK1
PRH2
TMEM37
NOTCH1
CD69
FLT1
KLK3
ERAS
YY2
SHBG
CITED2
TSIX
MALAT1
CD8A
LGALS9
FMR1-AS1
XIAP
PROS1
FGF2
IL10RA
NR4A1
PLAG1
PSAT1
PAX7
PHLPP1
PLOD1
MTOR
MUC16
VTN
ZPBP2
HNRNPA1
ITGB5
TMPO
SF1
DAB2IP
FASLG
NTRK2
CALCA
IL17A
IL1A
SLC17A5
BCL2
A4GALT
SRSF1
APLNR
APLN
SAV1
SERPINA7
MAP3K20
PTPN22
ATF4
CD44
ROMO1
RPE65
UFL1
CKAP4
UVRAG
PLA2G7
ACE2
ENG
NEAT1
RNPC3
PSMB5
CD79A
PCMT1
POU5F1P3
POU5F1P4
CTLA4
ERCC2
TGFB1
FRMD7
DACH2
ALB
BMPR2
CASP1
MFN2
FOXO4
TMEM97
PDK1
RPS4X
ZNF711
RPGR
PTH
EFHC2
HMGB1
ENO1
DDIT3
CCR9
ATF3
TERT
MCAM
CXCR3
WNT10A
BPESC1
IGF2
H19
IGFBPL1
MAOB
NSDHL
DHRS11
DROSHA
SERPINE1
TSC1
REN
TPO
CAT
SLURP1
DCPS
ABCA4
ANGPT2
UCA1
PSMB1
PAEP
MYL9
FTO
DKK1
XRCC1
PPP6C
BGN
HEPHL1
MMP9
AGT
DDX4
RPS2
GCG
CCDC201
ARSL
PRKN
SULT2A1
CDX2
SYT1
RELA
GORASP1
WNK1
GNAS
EGFR
RPS4Y1
CHMP1B
FUT1
TSPY10
RAN
TSPY1
TSPY3
HFE
MT-ATP6
HOTAIR
SLC2A3
KDM5C
LBX1
CSF2RA
GGCT
DIO3
VCAN
MMP7
KLF6
EEF1A1
ZFAT
SFTPD
ANGPT1
PPARGC1A
TERF2
SOX14
IGFALS
IL34
ESM1
ACTB
CRELD1
ADCY3
CCND1
CCND1
CRELD1
VCAN
SMC3
DNASE1L3
LGR6
ANGPT1
ATG9A
STK11
CLDN14
PNPLA8
MMP7
TERF2
IL34
KLF6
IGFALS
SLC8A1
GC
NIPBL
GGCT
PPARGC1A
EEF1A1
CD274
ADCY3
MIR1267
MIR4501
MSR1
OSBPL6
LINGO2
CYP2C19
GTF2H2C
SYT6
CHD7
OCLN
AADAC
BCO1
UGT2B15
MACROD2
GOLPH3
NALF1
PLD5
MIR6817
KCNN2
HS6ST3
SLC24A2
CTNNA3
GLDN
DDX53
CYLC2
OR8J1
MARVELD2
FHIT
RIOK2
PFKP
GRAMD1C
PDZD2
PITRM1
CADM2
CDH19
DLEU7
SLC2A14
KDM6A
ZFY
PCNA
MAPK1
PTGS2
CDC27
MUC1
ADAM12
GALK1
RABGEF1
ANXA7
HHAT
RAP1A
TERF2IP
IPP
MAPK14
MEGF8
VTA1
PIK3R1
CXCL8
DMD
SLC52A2
USP9X
TYMP
AIMP2
RNF19A
ITGA2
LCN1
RAF1
POLDIP2
CRK
PRKCA
AFMID
GDF6
AHSA1
SCO2
GRAP2
NR1I2
PWAR1
F2R
MSLN
ABCC5
APOA1
ENSG00000174171
ALDH1A1
HP
BTF3P11
XDH
CASP3
HMOX1
IL4
MAD2L1
PLK1
CDCA3
MAP3K5
PCSK9
MCM2
TIPIN
CDCA8
MCM6
FOXM1
GSTK1
GINS1
NPC1L1
MCM5
MCM7
TOP2A
CENPA
ZUP1
PTPRC
DBT
DLAT
SNORD12C
SNORA62
CST12P
PISRT1
MND1
AIRE
STS
B3GNT5
PINK1
INHBE
H2AX
DBP
TSC2
MRPS7
PTPN11
IL10
CD163
MAP3K15
FLG
POLR3A
UPF3B
PGF
MOXD1
SP7
IRF8
NSF
HNF1B
EIF4E
PSMB3
CSF3
ESRP1
CASP14
MCL1
CCL2
KRT19
ASMTL
IL1R2
PPIB
SLPI
GJB2
HIF1A
UROD
EIF4EBP1
SLC24A3
MAP3K14
GUCY2D
TDRD3
UBA1
CLTA
CXXC5
TLR7
RARRES2
SGMS2
ITGA2B
FGFR3
GFUS
F10
TMSB4X
PDE5A
ATP8B4
DOCK7
MT-TP
SIGLEC8
CA9
ACTA2
XPO1
FAAH2
SUGP1
STAT1
PBK
AFAP1
IL18
RBP4
SHROOM1
TET3
RIF1
ENSG00000288534
RMRP
NFKBIZ
SNAI2
PHKA2
CDK15
ASRGL1
EBF1
ERF
COL27A1
BAD
CCL11
CALHM6
L1CAM
CAMK2A
SLC11A2
CCL27
SDHA
BCAR1
SGK1
TM7SF2
PDLIM3
MAP7D2
CYCS
MYD88
USH2A
MLN
KCNJ2
PPP1R2C
SLC19A3
TMEM121
TF
OXCT1
SRRM2
JUND
APBA3
WNT5A
FBXO11
MAP3K11
CILK1
CXCL3
MYO6
NEK1
GOT1
HBS1L
PRUNE2
ACAT2
ERN2
PYCARD
RENBP
CD40
CTNND1
CSE1L
HOMER2
COL11A2
MAS1
MYH11
IGFBP2
LILRA3
PMS2
PNO1
MAK16
PABPN1
YPEL3
MACF1
CHKA
ADTRP
RIGI
TLK1
BCS1L
GIPC3
PPP6R3
HES1
PTBP1
PRP4K
EFS
TSPEAR
AIF1
ISG15
CD99
SGSM3
AOX1
KHDC3L
HSD17B6
S1PR2
CD38
ATRNL1
ABCC8
EXT2
TNNT1
POU3F4
MYH11
AOX1
CCL11
OXCT1
AIF1
HOMER2
IL18
RBP4
PRUNE2
PYCARD
CTNND1
SWINGN
MPO
TFAM
TIMP2
IFNA1
TH
NOS2
SELENBP1
ETV6
RPS6
CPED1
CD19
CLEC4E
GULP1
FCRL2
AFDN
CD34
ANO9
TOP1
CLEC5A
PDZK1IP1
HDAC6
AKR1C1
PRRT2
PON1
PLA2G4A
PRKCG
POLR3B
CARD11
SAA1
BCKDHB
POLR1C
HS6ST2
IL13
POLR3K
PRKCB
PLEC
HS6ST1
IL2
SRD5A3
YAF2
ZFX
CEROX1
CACNA2D3
VNN1
GSDMB
GSTM1
STAT3
ETFA
PANX1
GPT
BLVRB
ANOS1
DDX3X
H3P10
ACHE
GPR27
NRGN
DSE
USP9Y
HTR5A
TESC
NFE2L1
SLC12A3
PLXNA3
AIRN
TMEM176B
CD86
JPX
TMEM273
HBB
SAP30
MYO15B
CXCL5
C3AR1
ABLIM3
GMPR
ITGB3
CLU
DIAPH3
FCGR3B
GIP
FOS
AMELX
IL37
RHCE
RETN
PTHLH
DAAM2
DIAPH1
FCN3
SCN5A
KRT20
DDX21
CGAS
TUBB3
RP9
MZB1
CASP8
MS4A1
TDRD7
SPRY3
NCAM1
IGLC2
LPA
STC2
FLT4
MLC1
CD2
LAMB2
IDS
FGF1
IGF1R
PSMB2
SCYL1
SLC52A1
EEF1B2P2
PROM1
SRSF3
HLA-DRB1
CISH
BHLHE22
RHD
CYB5A
SRPX2
TRRAP
F2RL1
FER1L6
ID1
PRSS8
PMVK
TK1
GAPDH
YY1AP1
BMP2
BHLHE23
S100A1
ST14
IL2RA
LUM
TBX20
XK
INF2
ZBED5
ADRB3
PMEL
CYP2B6
TRAF2
STH
AP4B1
CXCR4
OSR2
FCGR3A
CASP9
FHOD3
IL23A
YAP1
OLR1
DYM
ACSL6
EDN1
HROB
S100B
GAL
SLC35F2
MAFF
CMTM5
VSTM1
PCSK6
ANKRD55
TREML1
ANPEP
EML6
MTCO2P12
IL3RA
MGAT1
SERPINA1
ISYNA1
SGTA
MT-CO2
AARS2
VTCN1
SARS2
C1GALT1
IFNA17
IL3RA
IFNA2
PRH1
SALL4
USP3
SUPT16H
COCH
CTDSPL
GPR34
HLA-A
AMY2A
F8
PPY
RPS6KB1
SAA2
ALG1
NGF
COMT
TRMT10A
AMZ1
IGKV2D-30
TMEM115
CDIPT
HNRNPC
MT1H
RFC2
MT1X
H3P23
IRAK1
PPIG
MT1G
MUL1
ASAH1
USP25
ATP6V0A1
CP
MT1B
RARS2
ATXN3L
TGFBR2
PAK2
MAP4K4
CAVIN4
IGHE
TRAF6
ABCD1
CYP1A1
SP1
VEZF1
TRGC1
PFDN4
RCBTB1
CBLL2
HUWE1
CPTP
UBA52
GNA12
MT1IP
PHC1
TMED7
DTD1
USP49
KLF4
RNF213
TP53INP2
CYBB
SULT1A1
VHL
MRAP
MT1M
GRSF1
TCEAL1
HGF
OPRD1
BTG3
NAPEPLD
EIF5
NBN
RFC1
RFC4
IL27
HSPA5
ZFYVE9
MT2A
PAK3
NARS2
HMGCR
PSMD9
CMIP
VWF
TRIO
ART4
SRRT
USP12
ZNF146
MEG3
MTNR1A
SERPINA12
COPS5
TSPAN7
LTB4R
GUCY1A1
ADRA1D
EIF2S3
MT1A
SERPINB3
CPEB2
SAMHD1
CHM
TMPRSS6
SCMH1
NSG1
FBXL5
MRPL50
COPS5
USP12
SRRT
PRKX
SNHG7
C1S
CTNNB1
RFC1
ACE
CACYBP
TGFBR1
NUDT11
RAI1
CSF2RA
MTNR1A
LTB4R
EIF2S3
MT1E
GSTP1
SMAD3
GUCY1A1
